n_samples,time_binary,time_milp
32,0.04070947170257568,0.07443257570266723
64,0.08175151348114014,0.13735268115997315
128,0.17433990240097047,0.2847543597221375
256,0.3707499384880066,0.6552590608596802
512,0.8512278079986573,1.8101356744766235
1024,1.8938571095466614,6.823210203647614
2048,4.03493480682373,34.079304325580594
4096,9.234565842151643,204.73863393068314
