n_samples,value_binary,value_level
16,0.04284038543701172,1.7106275796890258
32,0.06293516159057617,4.328499364852905
64,0.08272302150726318,6.6591699600219725
128,0.1405776023864746,10.59213376045227
256,0.2681649923324585,20.22190854549408
512,0.46127796173095703,93.36985235214233
